sentence1,sentence2,label
Tôi muốn outfit đi học,Đồ bơi đi biển,0
Tôi muốn trang phục mùa đông,Áo croptop quần jean trẻ trung,1
Tôi muốn trang phục mùa đông,Đồ tập gym chuyên dụng,0
Tôi muốn mặc đi cà phê,Đồ tập gym chuyên dụng,0
Tôi muốn phong cách tối giản,Đồ tập gym chuyên dụng,0
Tôi muốn outfit đi học,Áo khoác dạ khăn len giày boots,1
Tôi muốn phong cách tối giản,Đầm dự tiệc thanh lịch cùng giày cao gót,1
Tôi cần outfit mùa hè,Đồ bơi đi biển,0
Tôi cần outfit đi biển,Trang phục bảo hộ lao động,0
Tôi cần outfit đi biển,Đồ bơi đi biển,0
Tôi muốn mặc đi cà phê,Áo Hawaii quần short dép sandal,1
Tôi muốn phong cách tối giản,Áo khoác mùa đông dày,0
Tôi muốn outfit đi học,Áo polo quần kaki phong cách tối giản,1
Tôi muốn outfit dự tiệc,Đồ tập gym chuyên dụng,0
Tôi muốn outfit dự tiệc,Đầm dự tiệc thanh lịch cùng giày cao gót,1
Tôi muốn phong cách tối giản,Áo sơ mi quần tây giày da công sở,1
Tôi cần outfit đi biển,Áo thun trắng quần jean xanh giày sneaker,1
Tôi muốn outfit dự tiệc,Đồ tập gym chuyên dụng,0
Tôi cần đồ tập thể thao,Áo croptop quần jean trẻ trung,1
Tôi thích phong cách năng động,Vest cưới sang trọng,0
Tôi cần đồ tập thể thao,Áo polo quần kaki phong cách tối giản,1
Tôi cần outfit đi biển,Áo croptop quần jean trẻ trung,1
Tôi cần đồ tập thể thao,Đồ tập gym chuyên dụng,0
Tôi cần outfit mùa hè,Trang phục bảo hộ lao động,0
Tôi muốn mặc đi cà phê,Đầm dự tiệc thanh lịch cùng giày cao gót,1
Tôi muốn phong cách tối giản,Áo croptop quần jean trẻ trung,1
Tôi cần đồ đi làm,Vest cưới sang trọng,0
Tôi muốn trang phục mùa đông,Áo croptop quần jean trẻ trung,1
Tôi cần outfit đi biển,Trang phục bảo hộ lao động,0
Tôi muốn outfit dự tiệc,Đồ bơi đi biển,0
Tôi muốn phong cách tối giản,Trang phục bảo hộ lao động,0
Tôi muốn trang phục mùa đông,Áo croptop quần jean trẻ trung,1
Tôi muốn trang phục mùa đông,Áo polo quần kaki phong cách tối giản,1
Tôi muốn outfit dự tiệc,Đồ bơi đi biển,0
Tôi cần đồ đi làm,Áo thun trắng quần jean xanh giày sneaker,1
Tôi muốn phong cách tối giản,Áo Hawaii quần short dép sandal,1
Tôi muốn outfit đi học,Áo khoác dạ khăn len giày boots,1
Tôi cần outfit mùa hè,Áo polo quần kaki phong cách tối giản,1
Tôi cần đồ đi làm,Áo sơ mi quần tây giày da công sở,1
Tôi thích phong cách năng động,Áo Hawaii quần short dép sandal,1
Tôi cần outfit mùa hè,Bộ đồ thể thao cùng giày chạy bộ,1
Tôi cần outfit đi biển,Trang phục bảo hộ lao động,0
Tôi muốn phong cách tối giản,Áo sơ mi quần tây giày da công sở,1
Tôi muốn outfit dự tiệc,Đầm dự tiệc thanh lịch cùng giày cao gót,1
Tôi muốn mặc đi cà phê,Đồ tập gym chuyên dụng,0
Tôi muốn trang phục mùa đông,Áo khoác mùa đông dày,0
Tôi muốn outfit đi học,Đồ bơi đi biển,0
Tôi muốn mặc đi cà phê,Trang phục bảo hộ lao động,0
Tôi muốn trang phục mùa đông,Đồ tập gym chuyên dụng,0
Tôi muốn outfit dự tiệc,Áo polo quần kaki phong cách tối giản,1
Tôi muốn mặc đi cà phê,Trang phục bảo hộ lao động,0
Tôi muốn mặc đi cà phê,Đồ bơi đi biển,0
Tôi thích phong cách năng động,Áo croptop quần jean trẻ trung,1
Tôi thích phong cách năng động,Áo polo quần kaki phong cách tối giản,1
Tôi cần outfit đi biển,Đồ bơi đi biển,0
Tôi cần đồ tập thể thao,Vest cưới sang trọng,0
Tôi muốn outfit dự tiệc,Áo croptop quần jean trẻ trung,1
Tôi muốn mặc đi cà phê,Trang phục bảo hộ lao động,0
Tôi cần đồ tập thể thao,Áo sơ mi quần tây giày da công sở,1
Tôi thích phong cách năng động,Vest cưới sang trọng,0
Tôi cần đồ tập thể thao,Đồ tập gym chuyên dụng,0
Tôi thích phong cách năng động,Đồ bơi đi biển,0
Tôi muốn outfit đi học,Áo khoác mùa đông dày,0
Tôi cần đồ đi làm,Đồ bơi đi biển,0
Tôi cần đồ tập thể thao,Đồ tập gym chuyên dụng,0
Tôi muốn outfit đi học,Bộ đồ thể thao cùng giày chạy bộ,1
Tôi cần đồ tập thể thao,Áo polo quần kaki phong cách tối giản,1
Tôi muốn mặc đi cà phê,Áo thun trắng quần jean xanh giày sneaker,1
Tôi muốn outfit đi học,Đồ tập gym chuyên dụng,0
Tôi muốn phong cách tối giản,Áo khoác dạ khăn len giày boots,1
Tôi muốn mặc đi cà phê,Bộ đồ thể thao cùng giày chạy bộ,1
Tôi muốn mặc đi cà phê,Áo thun trắng quần jean xanh giày sneaker,1
Tôi muốn phong cách tối giản,Áo Hawaii quần short dép sandal,1
Tôi cần outfit đi biển,Áo khoác mùa đông dày,0
Tôi muốn trang phục mùa đông,Đầm dự tiệc thanh lịch cùng giày cao gót,1
Tôi cần đồ tập thể thao,Áo sơ mi quần tây giày da công sở,1
Tôi muốn phong cách tối giản,Đầm dự tiệc thanh lịch cùng giày cao gót,1
Tôi cần outfit mùa hè,Áo khoác mùa đông dày,0
Tôi muốn outfit dự tiệc,Vest cưới sang trọng,0
Tôi muốn outfit dự tiệc,Trang phục bảo hộ lao động,0
Tôi cần outfit mùa hè,Trang phục bảo hộ lao động,0
Tôi cần đồ đi làm,Áo thun trắng quần jean xanh giày sneaker,1
Tôi muốn phong cách tối giản,Áo khoác mùa đông dày,0
Tôi muốn phong cách tối giản,Trang phục bảo hộ lao động,0
Tôi thích phong cách năng động,Áo khoác mùa đông dày,0
Tôi cần outfit mùa hè,Áo polo quần kaki phong cách tối giản,1
Tôi muốn outfit dự tiệc,Áo polo quần kaki phong cách tối giản,1
Tôi cần outfit mùa hè,Đồ tập gym chuyên dụng,0
Tôi muốn mặc đi cà phê,Trang phục bảo hộ lao động,0
Tôi muốn phong cách tối giản,Áo khoác mùa đông dày,0
Tôi cần outfit mùa hè,Đồ bơi đi biển,0
Tôi muốn phong cách tối giản,Áo khoác mùa đông dày,0
Tôi muốn phong cách tối giản,Áo khoác dạ khăn len giày boots,1
Tôi cần đồ tập thể thao,Vest cưới sang trọng,0
Tôi cần đồ tập thể thao,Bộ đồ thể thao cùng giày chạy bộ,1
Tôi cần outfit mùa hè,Áo Hawaii quần short dép sandal,1
Tôi muốn phong cách tối giản,Áo khoác dạ khăn len giày boots,1
Tôi muốn outfit đi học,Đồ tập gym chuyên dụng,0
Tôi muốn outfit dự tiệc,Vest cưới sang trọng,0
Tôi muốn outfit dự tiệc,Đầm dự tiệc thanh lịch cùng giày cao gót,1
Tôi muốn trang phục mùa đông,Vest cưới sang trọng,0
Tôi thích phong cách năng động,Áo thun trắng quần jean xanh giày sneaker,1
Tôi muốn outfit dự tiệc,Áo khoác dạ khăn len giày boots,1
Tôi muốn outfit đi học,Áo khoác mùa đông dày,0
Tôi muốn mặc đi cà phê,Vest cưới sang trọng,0
Tôi muốn outfit đi học,Bộ đồ thể thao cùng giày chạy bộ,1
Tôi muốn outfit đi học,Đồ tập gym chuyên dụng,0
Tôi thích phong cách năng động,Áo sơ mi quần tây giày da công sở,1
Tôi muốn outfit đi học,Áo Hawaii quần short dép sandal,1
Tôi thích phong cách năng động,Bộ đồ thể thao cùng giày chạy bộ,1
Tôi muốn outfit dự tiệc,Áo khoác dạ khăn len giày boots,1
Tôi cần outfit mùa hè,Đồ bơi đi biển,0
Tôi muốn mặc đi cà phê,Vest cưới sang trọng,0
Tôi cần đồ tập thể thao,Trang phục bảo hộ lao động,0
Tôi cần outfit mùa hè,Đồ bơi đi biển,0
Tôi muốn trang phục mùa đông,Áo khoác mùa đông dày,0
Tôi thích phong cách năng động,Áo croptop quần jean trẻ trung,1
Tôi thích phong cách năng động,Áo khoác mùa đông dày,0
Tôi muốn trang phục mùa đông,Áo thun trắng quần jean xanh giày sneaker,1
Tôi muốn mặc đi cà phê,Áo khoác mùa đông dày,0
Tôi muốn trang phục mùa đông,Áo khoác mùa đông dày,0
Tôi muốn phong cách tối giản,Trang phục bảo hộ lao động,0
Tôi muốn outfit dự tiệc,Đồ bơi đi biển,0
Tôi muốn trang phục mùa đông,Áo khoác mùa đông dày,0
Tôi thích phong cách năng động,Áo sơ mi quần tây giày da công sở,1
Tôi muốn trang phục mùa đông,Áo khoác dạ khăn len giày boots,1
Tôi muốn mặc đi cà phê,Áo Hawaii quần short dép sandal,1
Tôi muốn outfit đi học,Đồ bơi đi biển,0
Tôi cần đồ đi làm,Áo khoác mùa đông dày,0
Tôi muốn trang phục mùa đông,Đồ bơi đi biển,0
Tôi muốn outfit đi học,Đồ bơi đi biển,0
Tôi muốn mặc đi cà phê,Vest cưới sang trọng,0
Tôi cần outfit mùa hè,Áo croptop quần jean trẻ trung,1
Tôi cần đồ đi làm,Áo khoác mùa đông dày,0
Tôi thích phong cách năng động,Áo sơ mi quần tây giày da công sở,1
Tôi cần đồ tập thể thao,Bộ đồ thể thao cùng giày chạy bộ,1
Tôi muốn phong cách tối giản,Áo thun trắng quần jean xanh giày sneaker,1
Tôi muốn outfit đi học,Đầm dự tiệc thanh lịch cùng giày cao gót,1
Tôi cần outfit đi biển,Áo khoác dạ khăn len giày boots,1
Tôi muốn mặc đi cà phê,Đồ tập gym chuyên dụng,0
Tôi cần outfit mùa hè,Áo sơ mi quần tây giày da công sở,1
Tôi cần đồ tập thể thao,Áo croptop quần jean trẻ trung,1
Tôi muốn outfit đi học,Áo polo quần kaki phong cách tối giản,1
Tôi muốn mặc đi cà phê,Vest cưới sang trọng,0
Tôi cần đồ tập thể thao,Bộ đồ thể thao cùng giày chạy bộ,1
Tôi cần đồ đi làm,Đồ bơi đi biển,0
Tôi muốn outfit đi học,Áo khoác dạ khăn len giày boots,1
Tôi cần outfit đi biển,Áo khoác mùa đông dày,0
Tôi muốn outfit dự tiệc,Đồ bơi đi biển,0
Tôi cần đồ đi làm,Áo khoác mùa đông dày,0
Tôi muốn mặc đi cà phê,Đầm dự tiệc thanh lịch cùng giày cao gót,1
Tôi muốn outfit dự tiệc,Áo thun trắng quần jean xanh giày sneaker,1
Tôi cần đồ tập thể thao,Áo sơ mi quần tây giày da công sở,1
Tôi muốn mặc đi cà phê,Đồ tập gym chuyên dụng,0
Tôi muốn phong cách tối giản,Đồ bơi đi biển,0
Tôi cần outfit mùa hè,Áo sơ mi quần tây giày da công sở,1
Tôi muốn outfit dự tiệc,Áo khoác mùa đông dày,0
Tôi cần outfit mùa hè,Bộ đồ thể thao cùng giày chạy bộ,1
Tôi muốn mặc đi cà phê,Áo khoác mùa đông dày,0
Tôi cần outfit đi biển,Áo croptop quần jean trẻ trung,1
Tôi cần đồ đi làm,Bộ đồ thể thao cùng giày chạy bộ,1
Tôi cần đồ tập thể thao,Bộ đồ thể thao cùng giày chạy bộ,1
Tôi cần outfit mùa hè,Đồ tập gym chuyên dụng,0
Tôi cần đồ tập thể thao,Trang phục bảo hộ lao động,0
Tôi muốn mặc đi cà phê,Áo sơ mi quần tây giày da công sở,1
Tôi muốn trang phục mùa đông,Áo thun trắng quần jean xanh giày sneaker,1
Tôi muốn mặc đi cà phê,Đồ tập gym chuyên dụng,0
Tôi muốn trang phục mùa đông,Đồ tập gym chuyên dụng,0
Tôi muốn mặc đi cà phê,Đồ tập gym chuyên dụng,0
Tôi muốn outfit đi học,Đồ tập gym chuyên dụng,0
Tôi muốn phong cách tối giản,Áo croptop quần jean trẻ trung,1
Tôi thích phong cách năng động,Đồ bơi đi biển,0
Tôi cần outfit đi biển,Áo Hawaii quần short dép sandal,1
Tôi muốn mặc đi cà phê,Áo sơ mi quần tây giày da công sở,1
Tôi muốn phong cách tối giản,Vest cưới sang trọng,0
Tôi muốn outfit đi học,Đồ tập gym chuyên dụng,0
Tôi muốn outfit đi học,Vest cưới sang trọng,0
Tôi cần outfit mùa hè,Áo khoác mùa đông dày,0
Tôi muốn outfit dự tiệc,Đồ bơi đi biển,0
Tôi muốn trang phục mùa đông,Áo Hawaii quần short dép sandal,1
Tôi muốn phong cách tối giản,Áo sơ mi quần tây giày da công sở,1
Tôi muốn outfit dự tiệc,Vest cưới sang trọng,0
Tôi muốn outfit dự tiệc,Đầm dự tiệc thanh lịch cùng giày cao gót,1
Tôi muốn phong cách tối giản,Đầm dự tiệc thanh lịch cùng giày cao gót,1
Tôi muốn outfit đi học,Áo thun trắng quần jean xanh giày sneaker,1
Tôi muốn outfit dự tiệc,Trang phục bảo hộ lao động,0
Tôi muốn phong cách tối giản,Áo sơ mi quần tây giày da công sở,1
Tôi cần outfit mùa hè,Đồ bơi đi biển,0
Tôi muốn mặc đi cà phê,Trang phục bảo hộ lao động,0
Tôi muốn mặc đi cà phê,Áo thun trắng quần jean xanh giày sneaker,1
Tôi cần đồ tập thể thao,Vest cưới sang trọng,0
Tôi cần outfit đi biển,Áo khoác dạ khăn len giày boots,1
Tôi cần đồ đi làm,Áo khoác mùa đông dày,0
Tôi muốn mặc đi cà phê,Áo khoác mùa đông dày,0
Tôi muốn phong cách tối giản,Vest cưới sang trọng,0
Tôi muốn trang phục mùa đông,Áo polo quần kaki phong cách tối giản,1
Tôi thích phong cách năng động,Đầm dự tiệc thanh lịch cùng giày cao gót,1
Tôi muốn outfit dự tiệc,Áo khoác mùa đông dày,0
Tôi muốn outfit đi học,Áo khoác mùa đông dày,0
Tôi muốn trang phục mùa đông,Áo khoác mùa đông dày,0
Tôi muốn outfit đi học,Đồ tập gym chuyên dụng,0
Tôi cần outfit mùa hè,Áo polo quần kaki phong cách tối giản,1
Tôi muốn mặc đi cà phê,Vest cưới sang trọng,0
Tôi muốn mặc đi cà phê,Đồ tập gym chuyên dụng,0
Tôi cần outfit đi biển,Áo khoác dạ khăn len giày boots,1
Tôi muốn mặc đi cà phê,Áo croptop quần jean trẻ trung,1
Tôi cần outfit mùa hè,Bộ đồ thể thao cùng giày chạy bộ,1
Tôi thích phong cách năng động,Đồ tập gym chuyên dụng,0
Tôi muốn trang phục mùa đông,Đồ tập gym chuyên dụng,0
Tôi thích phong cách năng động,Vest cưới sang trọng,0
Tôi muốn outfit dự tiệc,Vest cưới sang trọng,0
Tôi cần outfit mùa hè,Áo croptop quần jean trẻ trung,1
Tôi cần đồ đi làm,Áo thun trắng quần jean xanh giày sneaker,1
Tôi cần outfit đi biển,Áo polo quần kaki phong cách tối giản,1
Tôi muốn outfit dự tiệc,Áo khoác dạ khăn len giày boots,1
Tôi muốn outfit dự tiệc,Đầm dự tiệc thanh lịch cùng giày cao gót,1
Tôi muốn trang phục mùa đông,Trang phục bảo hộ lao động,0
Tôi muốn outfit đi học,Áo khoác dạ khăn len giày boots,1
Tôi thích phong cách năng động,Áo croptop quần jean trẻ trung,1
Tôi thích phong cách năng động,Trang phục bảo hộ lao động,0
Tôi thích phong cách năng động,Vest cưới sang trọng,0
Tôi cần đồ tập thể thao,Đồ bơi đi biển,0
Tôi cần đồ tập thể thao,Đồ tập gym chuyên dụng,0
Tôi muốn trang phục mùa đông,Trang phục bảo hộ lao động,0
Tôi muốn outfit đi học,Đồ tập gym chuyên dụng,0
Tôi muốn outfit đi học,Áo sơ mi quần tây giày da công sở,1
Tôi muốn outfit đi học,Vest cưới sang trọng,0
Tôi muốn mặc đi cà phê,Áo Hawaii quần short dép sandal,1
Tôi muốn outfit đi học,Áo sơ mi quần tây giày da công sở,1
Tôi muốn mặc đi cà phê,Đồ tập gym chuyên dụng,0
Tôi muốn trang phục mùa đông,Áo sơ mi quần tây giày da công sở,1
Tôi cần outfit đi biển,Trang phục bảo hộ lao động,0
Tôi cần đồ đi làm,Áo polo quần kaki phong cách tối giản,1
Tôi thích phong cách năng động,Đồ tập gym chuyên dụng,0
Tôi cần đồ tập thể thao,Bộ đồ thể thao cùng giày chạy bộ,1
Tôi muốn trang phục mùa đông,Đồ tập gym chuyên dụng,0
Tôi cần outfit đi biển,Áo thun trắng quần jean xanh giày sneaker,1
Tôi thích phong cách năng động,Bộ đồ thể thao cùng giày chạy bộ,1
Tôi cần outfit đi biển,Đầm dự tiệc thanh lịch cùng giày cao gót,1
